# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
4,942205001_cam3_frame_2955.png,2955,373.00748,927.68335,705.4739,1083.7943,0.7688839,-1,LUTJANUSCAMPECHANUS-170151107,0.7688839
1,942205001_cam3_frame_2956.png,2956,523.84845,605.81854,834.1884,749.12256,0.9133282,-1,LUTJANUSCAMPECHANUS-170151107,0.9133282
2,942205001_cam3_frame_2956.png,2956,0.4725952,944.1522,524.2241,1184.8425,0.86410344,-1,LUTJANUSCAMPECHANUS-170151107,0.86410344
3,942205001_cam3_frame_2956.png,2956,457.51712,922.30316,798.0454,1107.2986,0.8488507,-1,LUTJANUSCAMPECHANUS-170151107,0.8488507
4,942205001_cam3_frame_2956.png,2956,1028.805,1067.4548,1303.111,1186.0568,0.8478983,-1,LUTJANUSCAMPECHANUS-170151107,0.8478983
1,942205001_cam3_frame_2957.png,2957,537.7828,601.7366,852.91187,749.57245,0.89816195,-1,LUTJANUSCAMPECHANUS-170151107,0.89816195
2,942205001_cam3_frame_2957.png,2957,0.5068817,878.8425,634.79535,1188.2106,0.88513494,-1,LUTJANUSCAMPECHANUS-170151107,0.88513494
3,942205001_cam3_frame_2957.png,2957,497.7552,912.7588,868.60675,1102.7157,0.8659774,-1,LUTJANUSCAMPECHANUS-170151107,0.8659774
4,942205001_cam3_frame_2957.png,2957,1018.432,1062.7783,1189.0804,1184.7471,0.72827375,-1,LUTJANUSCAMPECHANUS-170151107,0.72827375
1,942205001_cam3_frame_2958.png,2958,549.8773,597.28143,871.354,750.13055,0.8968776,-1,LUTJANUSCAMPECHANUS-170151107,0.8968776
2,942205001_cam3_frame_2958.png,2958,1.7606506,836.95166,687.256,1187.2031,0.895659,-1,LUTJANUSCAMPECHANUS-170151107,0.895659
3,942205001_cam3_frame_2958.png,2958,590.794,920.92017,944.0261,1111.2598,0.8582836,-1,LUTJANUSCAMPECHANUS-170151107,0.8582836
4,942205001_cam3_frame_2958.png,2958,1011.8745,1031.7412,1182.8727,1184.8845,0.7649166,-1,LUTJANUSCAMPECHANUS-170151107,0.7649166
1,942205001_cam3_frame_2959.png,2959,0.1656189,732.89667,788.6221,1190.9484,0.91971266,-1,LUTJANUSCAMPECHANUS-170151107,0.91971266
2,942205001_cam3_frame_2959.png,2959,557.56036,592.99646,875.27515,753.27747,0.88704413,-1,LUTJANUSCAMPECHANUS-170151107,0.88704413
3,942205001_cam3_frame_2959.png,2959,683.5857,943.7071,1037.5879,1116.5503,0.7831968,-1,LUTJANUSCAMPECHANUS-170151107,0.7831968
4,942205001_cam3_frame_2959.png,2959,1004.51843,1032.5884,1170.7329,1184.8713,0.7309479,-1,LUTJANUSCAMPECHANUS-170151107,0.7309479
5,942205001_cam3_frame_2959.png,2959,485.79205,772.953,602.4379,851.66144,0.51362133,-1,CALAMUSLEUCOSTEUS-170210604,0.51362133
1,942205001_cam3_frame_2960.png,2960,0.16772461,699.355,844.88324,1192.9865,0.88500494,-1,LUTJANUSCAMPECHANUS-170151107,0.88500494
2,942205001_cam3_frame_2960.png,2960,599.88306,592.6946,891.18616,771.18054,0.87509006,-1,LUTJANUSCAMPECHANUS-170151107,0.87509006
3,942205001_cam3_frame_2960.png,2960,752.4332,951.9176,1146.4038,1130.1221,0.827331,-1,LUTJANUSCAMPECHANUS-170151107,0.827331
1,942205001_cam3_frame_2961.png,2961,0.032958984,752.49756,869.36096,1192.8557,0.91864294,-1,LUTJANUSCAMPECHANUS-170151107,0.91864294
2,942205001_cam3_frame_2961.png,2961,640.95496,601.56323,917.7721,787.96497,0.89462674,-1,LUTJANUSCAMPECHANUS-170151107,0.89462674
3,942205001_cam3_frame_2961.png,2961,849.56506,957.3644,1266.8716,1163.7422,0.8900786,-1,LUTJANUSCAMPECHANUS-170151107,0.8900786
1,942205001_cam3_frame_2962.png,2962,0.8735962,722.6002,803.9055,1192.0076,0.9255093,-1,LUTJANUSCAMPECHANUS-170151107,0.9255093
2,942205001_cam3_frame_2962.png,2962,955.28784,984.89557,1386.4224,1181.2261,0.91030765,-1,LUTJANUSCAMPECHANUS-170151107,0.91030765
3,942205001_cam3_frame_2962.png,2962,665.7114,626.5414,935.54645,806.6681,0.8825414,-1,LUTJANUSCAMPECHANUS-170151107,0.8825414
1,942205001_cam3_frame_2963.png,2963,714.62054,631.30945,932.1372,831.8758,0.9083098,-1,LUTJANUSCAMPECHANUS-170151107,0.9083098
2,942205001_cam3_frame_2963.png,2963,1.0907593,705.1756,668.8193,1192.0254,0.90461683,-1,LUTJANUSCAMPECHANUS-170151107,0.90461683
3,942205001_cam3_frame_2963.png,2963,1062.9075,1003.72394,1490.2954,1187.3962,0.8821138,-1,LUTJANUSCAMPECHANUS-170151107,0.8821138
1,942205001_cam3_frame_2964.png,2964,738.4276,618.73425,947.18713,865.6774,0.90401244,-1,LUTJANUSCAMPECHANUS-170151107,0.90401244
2,942205001_cam3_frame_2964.png,2964,0.53686523,766.0454,598.87646,1188.8601,0.85539263,-1,LUTJANUSCAMPECHANUS-170151107,0.85539263
3,942205001_cam3_frame_2964.png,2964,1138.0657,1016.7184,1559.1317,1187.2482,0.85115343,-1,LUTJANUSCAMPECHANUS-170151107,0.85115343
4,942205001_cam3_frame_2964.png,2964,941.2685,1047.6931,1149.9487,1184.6416,0.6809973,-1,LUTJANUSCAMPECHANUS-170151107,0.6809973
1,942205001_cam3_frame_2965.png,2965,762.779,638.6291,959.4752,905.99744,0.89466697,-1,LUTJANUSCAMPECHANUS-170151107,0.89466697
2,942205001_cam3_frame_2965.png,2965,1259.053,1047.7122,1589.9062,1189.4431,0.8501054,-1,LUTJANUSCAMPECHANUS-170151107,0.8501054
3,942205001_cam3_frame_2965.png,2965,888.0042,1054.663,1099.186,1185.5343,0.81699747,-1,LUTJANUSCAMPECHANUS-170151107,0.81699747
1,942205001_cam3_frame_2966.png,2966,776.5549,654.1137,965.3128,949.7728,0.9032685,-1,LUTJANUSCAMPECHANUS-170151107,0.9032685
2,942205001_cam3_frame_2966.png,2966,831.80804,1076.5714,1145.925,1187.5417,0.7917208,-1,LUTJANUSCAMPECHANUS-170151107,0.7917208
1,942205001_cam3_frame_2967.png,2967,801.7418,673.0846,978.1316,995.9962,0.8940173,-1,LUTJANUSCAMPECHANUS-170151107,0.8940173
2,942205001_cam3_frame_2967.png,2967,771.6083,1085.3834,1105.6835,1188.3276,0.77582747,-1,LUTJANUSCAMPECHANUS-170151107,0.77582747
1,942205001_cam3_frame_2968.png,2968,826.0425,693.57104,982.1189,1042.2527,0.87723595,-1,LUTJANUSCAMPECHANUS-170151107,0.87723595
2,942205001_cam3_frame_2968.png,2968,731.3048,1092.2003,1030.6375,1186.0009,0.77829194,-1,LUTJANUSCAMPECHANUS-170151107,0.77829194
1,942205001_cam3_frame_2969.png,2969,833.4062,715.40063,974.81525,1086.9922,0.82915604,-1,LUTJANUSCAMPECHANUS-170151107,0.82915604
1,942205001_cam3_frame_2970.png,2970,820.6019,732.84033,963.307,1128.0544,0.83418405,-1,LUTJANUSCAMPECHANUS-170151107,0.83418405
1,942205001_cam3_frame_2971.png,2971,816.01086,743.331,950.7357,1160.2434,0.8358243,-1,LUTJANUSCAMPECHANUS-170151107,0.8358243
2,942205001_cam3_frame_2971.png,2971,1420.5027,1105.0345,1769.501,1188.3977,0.58846056,-1,LUTJANUSCAMPECHANUS-170151107,0.58846056
1,942205001_cam3_frame_2972.png,2972,798.002,757.4886,950.8735,1181.5616,0.8648629,-1,LUTJANUSCAMPECHANUS-170151107,0.8648629
2,942205001_cam3_frame_2972.png,2972,1342.7808,1093.9714,1726.1671,1190.6501,0.7636463,-1,LUTJANUSCAMPECHANUS-170151107,0.7636463
3,942205001_cam3_frame_2972.png,2972,935.2145,811.1946,1116.7773,888.48706,0.7229096,-1,LUTJANUSCAMPECHANUS-170151107,0.7229096
1,942205001_cam3_frame_2973.png,2973,770.17236,764.4979,942.93494,1180.9915,0.8838517,-1,LUTJANUSCAMPECHANUS-170151107,0.8838517
2,942205001_cam3_frame_2973.png,2973,1251.9329,1085.0775,1649.3564,1190.1804,0.8091932,-1,LUTJANUSCAMPECHANUS-170151107,0.8091932
3,942205001_cam3_frame_2973.png,2973,962.8594,810.34607,1158.7136,886.90375,0.7325576,-1,LUTJANUSSYNAGRIS-170151113,0.7325576
1,942205001_cam3_frame_2974.png,2974,732.22595,771.9862,928.2149,1184.0188,0.9062247,-1,LUTJANUSCAMPECHANUS-170151107,0.9062247
2,942205001_cam3_frame_2974.png,2974,1208.3126,1075.5846,1691.228,1188.9525,0.79339707,-1,LUTJANUSCAMPECHANUS-170151107,0.79339707
3,942205001_cam3_frame_2974.png,2974,136.84947,1094.3896,278.4224,1186.6975,0.7296908,-1,LUTJANUSCAMPECHANUS-170151107,0.7296908
1,942205001_cam3_frame_2975.png,2975,700.1797,774.52277,936.49457,1183.4088,0.9011593,-1,LUTJANUSCAMPECHANUS-170151107,0.9011593
2,942205001_cam3_frame_2975.png,2975,1096.7837,799.8091,1306.1324,882.8423,0.8612014,-1,LUTJANUSSYNAGRIS-170151113,0.8612014
3,942205001_cam3_frame_2975.png,2975,1079.7865,1061.5364,1620.4211,1188.2911,0.84856397,-1,LUTJANUSCAMPECHANUS-170151107,0.84856397
4,942205001_cam3_frame_2975.png,2975,143.59448,1093.4216,510.7519,1188.4739,0.6695407,-1,LUTJANUSCAMPECHANUS-170151107,0.6695407
1,942205001_cam3_frame_2976.png,2976,657.8236,749.5403,945.1595,1182.28,0.92078143,-1,LUTJANUSCAMPECHANUS-170151107,0.92078143
2,942205001_cam3_frame_2976.png,2976,1001.0487,1029.7373,1506.6787,1186.6445,0.86323225,-1,LUTJANUSCAMPECHANUS-170151107,0.86323225
3,942205001_cam3_frame_2976.png,2976,155.97981,1078.9275,403.87445,1183.6427,0.84721184,-1,LUTJANUSCAMPECHANUS-170151107,0.84721184
4,942205001_cam3_frame_2976.png,2976,1164.1426,796.6377,1389.1107,880.0153,0.71963537,-1,LUTJANUSSYNAGRIS-170151113,0.71963537
1,942205001_cam3_frame_2977.png,2977,618.7147,790.1301,962.2868,1173.0531,0.9133378,-1,LUTJANUSCAMPECHANUS-170151107,0.9133378
2,942205001_cam3_frame_2977.png,2977,921.4814,1023.399,1455.5262,1186.6624,0.8914443,-1,LUTJANUSCAMPECHANUS-170151107,0.8914443
3,942205001_cam3_frame_2977.png,2977,167.19699,1071.187,470.74814,1185.7737,0.84171236,-1,LUTJANUSCAMPECHANUS-170151107,0.84171236
4,942205001_cam3_frame_2977.png,2977,1240.4275,794.9352,1462.449,879.0553,0.79364544,-1,LUTJANUSSYNAGRIS-170151113,0.79364544
5,942205001_cam3_frame_2977.png,2977,1240.7686,795.1096,1462.1855,878.68665,0.64225817,-1,LUTJANUSCAMPECHANUS-170151107,0.64225817
1,942205001_cam3_frame_2978.png,2978,582.18616,755.93646,985.2384,1124.0094,0.90906125,-1,LUTJANUSCAMPECHANUS-170151107,0.90906125
2,942205001_cam3_frame_2978.png,2978,842.02295,1008.05914,1359.8353,1186.9084,0.9017887,-1,LUTJANUSCAMPECHANUS-170151107,0.9017887
3,942205001_cam3_frame_2978.png,2978,1301.824,790.14124,1533.2772,880.91064,0.87643504,-1,LUTJANUSSYNAGRIS-170151113,0.87643504
4,942205001_cam3_frame_2978.png,2978,172.56349,1069.3165,520.82886,1185.004,0.8256003,-1,LUTJANUSCAMPECHANUS-170151107,0.8256003
1,942205001_cam3_frame_2979.png,2979,546.25836,782.24304,955.39746,1073.4862,0.910484,-1,LUTJANUSCAMPECHANUS-170151107,0.910484
2,942205001_cam3_frame_2979.png,2979,755.80884,995.8528,1280.1606,1185.086,0.8965722,-1,LUTJANUSCAMPECHANUS-170151107,0.8965722
3,942205001_cam3_frame_2979.png,2979,1366.2535,791.0376,1602.4011,882.67236,0.8924557,-1,LUTJANUSSYNAGRIS-170151113,0.8924557
4,942205001_cam3_frame_2979.png,2979,248.78773,1074.4592,562.5429,1185.5988,0.8468187,-1,LUTJANUSCAMPECHANUS-170151107,0.8468187
1,942205001_cam3_frame_2980.png,2980,710.3096,986.504,1175.8826,1182.3488,0.9101409,-1,LUTJANUSCAMPECHANUS-170151107,0.9101409
2,942205001_cam3_frame_2980.png,2980,510.36072,758.8972,930.8143,1058.3579,0.89295834,-1,LUTJANUSCAMPECHANUS-170151107,0.89295834
3,942205001_cam3_frame_2980.png,2980,1425.4111,789.1899,1670.6597,890.27124,0.8771567,-1,LUTJANUSSYNAGRIS-170151113,0.8771567
4,942205001_cam3_frame_2980.png,2980,313.32452,1070.4717,596.2818,1187.7515,0.80036926,-1,LUTJANUSCAMPECHANUS-170151107,0.80036926
1,942205001_cam3_frame_2981.png,2981,589.13367,975.1743,1105.5017,1181.967,0.89824176,-1,LUTJANUSCAMPECHANUS-170151107,0.89824176
2,942205001_cam3_frame_2981.png,2981,515.29675,748.4651,997.16833,1073.0168,0.88165456,-1,LUTJANUSCAMPECHANUS-170151107,0.88165456
3,942205001_cam3_frame_2981.png,2981,1484.1824,789.3043,1723.3589,895.6009,0.87640685,-1,LUTJANUSSYNAGRIS-170151113,0.87640685
1,942205001_cam3_frame_2982.png,2982,488.08063,744.71844,1050.9247,1051.5985,0.8993696,-1,LUTJANUSCAMPECHANUS-170151107,0.8993696
2,942205001_cam3_frame_2982.png,2982,510.61368,968.419,1024.309,1185.4072,0.88599163,-1,LUTJANUSCAMPECHANUS-170151107,0.88599163
3,942205001_cam3_frame_2982.png,2982,1536.2173,799.51,1769.1238,917.3667,0.86272323,-1,LUTJANUSSYNAGRIS-170151113,0.86272323
1,942205001_cam3_frame_2983.png,2983,455.87256,736.8529,985.7018,1036.0608,0.9037104,-1,LUTJANUSCAMPECHANUS-170151107,0.9037104
2,942205001_cam3_frame_2983.png,2983,434.1871,971.419,940.5716,1185.9758,0.8850325,-1,LUTJANUSCAMPECHANUS-170151107,0.8850325
3,942205001_cam3_frame_2983.png,2983,1584.4735,806.194,1768.9332,925.7988,0.8168321,-1,LUTJANUSSYNAGRIS-170151113,0.8168321
1,942205001_cam3_frame_2984.png,2984,425.2263,723.99207,891.4008,1001.3106,0.9026355,-1,LUTJANUSCAMPECHANUS-170151107,0.9026355
2,942205001_cam3_frame_2984.png,2984,334.14532,1008.9285,831.9278,1186.513,0.87652755,-1,LUTJANUSCAMPECHANUS-170151107,0.87652755
1,942205001_cam3_frame_2985.png,2985,420.3925,711.03784,845.55786,990.65063,0.90193015,-1,LUTJANUSCAMPECHANUS-170151107,0.90193015
2,942205001_cam3_frame_2985.png,2985,216.6611,1028.2244,764.4348,1187.1296,0.8850819,-1,LUTJANUSCAMPECHANUS-170151107,0.8850819
3,942205001_cam3_frame_2985.png,2985,1670.7382,813.1548,1895.3551,934.22266,0.77735245,-1,CALAMUSLEUCOSTEUS-170210604,0.77735245
4,942205001_cam3_frame_2985.png,2985,1403.5239,1120.2549,1646.3448,1186.6968,0.6731072,-1,LUTJANUSCAMPECHANUS-170151107,0.6731072
5,942205001_cam3_frame_2985.png,2985,1671.1681,814.00635,1895.4686,933.84906,0.6382982,-1,HAEMULONAUROLINEATUM-170191003,0.6382982
1,942205001_cam3_frame_2986.png,2986,145.63678,1023.0602,646.3185,1187.3206,0.9070807,-1,LUTJANUSCAMPECHANUS-170151107,0.9070807
2,942205001_cam3_frame_2986.png,2986,402.8431,706.45996,699.2089,978.3418,0.9022738,-1,LUTJANUSCAMPECHANUS-170151107,0.9022738
3,942205001_cam3_frame_2986.png,2986,1413.8442,1080.2168,1737.9532,1187.074,0.8486094,-1,LUTJANUSCAMPECHANUS-170151107,0.8486094
4,942205001_cam3_frame_2986.png,2986,1706.3536,807.0101,1919.9802,960.6729,0.559275,-1,CALAMUSLEUCOSTEUS-170210604,0.559275
1,942205001_cam3_frame_2987.png,2987,138.90431,1016.8264,556.46545,1183.1675,0.8986399,-1,LUTJANUSCAMPECHANUS-170151107,0.8986399
2,942205001_cam3_frame_2987.png,2987,373.2874,700.87335,588.5506,945.71594,0.8915791,-1,LUTJANUSCAMPECHANUS-170151107,0.8915791
3,942205001_cam3_frame_2987.png,2987,1373.1719,1044.3188,1770.3643,1185.043,0.8403477,-1,LUTJANUSCAMPECHANUS-170151107,0.8403477
4,942205001_cam3_frame_2987.png,2987,1820.2573,848.9742,1920.0,990.4312,0.5760525,-1,LUTJANUSSYNAGRIS-170151113,0.5760525
1,942205001_cam3_frame_2988.png,2988,342.4958,691.28564,554.5366,918.00415,0.86923814,-1,LUTJANUSCAMPECHANUS-170151107,0.86923814
2,942205001_cam3_frame_2988.png,2988,1428.6674,1014.2191,1912.5769,1186.0436,0.8646828,-1,LUTJANUSCAMPECHANUS-170151107,0.8646828
3,942205001_cam3_frame_2988.png,2988,144.69917,1020.37555,463.14935,1183.9602,0.82857907,-1,LUTJANUSCAMPECHANUS-170151107,0.82857907
1,942205001_cam3_frame_2989.png,2989,1491.3931,996.594,1919.9434,1183.0082,0.90145564,-1,LUTJANUSCAMPECHANUS-170151107,0.90145564
2,942205001_cam3_frame_2989.png,2989,311.55466,678.86346,547.6963,896.29504,0.8863684,-1,LUTJANUSCAMPECHANUS-170151107,0.8863684
3,942205001_cam3_frame_2989.png,2989,146.02515,978.5343,364.9551,1116.9216,0.76766956,-1,LUTJANUSCAMPECHANUS-170151107,0.76766956
4,942205001_cam3_frame_2989.png,2989,142.17395,1027.258,354.06165,1181.8398,0.7403841,-1,LUTJANUSCAMPECHANUS-170151107,0.7403841
1,942205001_cam3_frame_2990.png,2990,1541.1544,975.8247,1919.9513,1176.9159,0.90018696,-1,LUTJANUSCAMPECHANUS-170151107,0.90018696
2,942205001_cam3_frame_2990.png,2990,276.5114,667.4568,531.33264,876.52734,0.8969696,-1,LUTJANUSCAMPECHANUS-170151107,0.8969696
3,942205001_cam3_frame_2990.png,2990,148.63869,961.0067,396.725,1138.3167,0.84178853,-1,LUTJANUSCAMPECHANUS-170151107,0.84178853
4,942205001_cam3_frame_2990.png,2990,143.67714,1028.9248,226.18794,1178.8716,0.56881106,-1,LUTJANUSCAMPECHANUS-170151107,0.56881106
1,942205001_cam3_frame_2991.png,2991,232.08138,652.40625,505.6651,863.2954,0.9101668,-1,LUTJANUSCAMPECHANUS-170151107,0.9101668
2,942205001_cam3_frame_2991.png,2991,148.85413,945.19556,422.21057,1105.3755,0.89627665,-1,LUTJANUSCAMPECHANUS-170151107,0.89627665
3,942205001_cam3_frame_2991.png,2991,1577.49,953.2846,1919.7131,1162.8899,0.884503,-1,LUTJANUSCAMPECHANUS-170151107,0.884503
1,942205001_cam3_frame_2992.png,2992,151.80423,929.1535,428.5185,1084.5859,0.91742957,-1,LUTJANUSCAMPECHANUS-170151107,0.91742957
2,942205001_cam3_frame_2992.png,2992,195.88358,635.2781,512.9591,831.9348,0.9084063,-1,LUTJANUSCAMPECHANUS-170151107,0.9084063
3,942205001_cam3_frame_2992.png,2992,1597.8036,928.214,1919.799,1146.5834,0.8783664,-1,LUTJANUSCAMPECHANUS-170151107,0.8783664
1,942205001_cam3_frame_2993.png,2993,167.32114,617.7013,513.42236,823.52026,0.90493345,-1,LUTJANUSCAMPECHANUS-170151107,0.90493345
2,942205001_cam3_frame_2993.png,2993,180.35614,912.7489,436.62717,1061.8348,0.8924575,-1,LUTJANUSCAMPECHANUS-170151107,0.8924575
3,942205001_cam3_frame_2993.png,2993,1658.7396,916.6,1920.0,1134.273,0.8172454,-1,LUTJANUSCAMPECHANUS-170151107,0.8172454
1,942205001_cam3_frame_2994.png,2994,152.45937,605.6248,482.15936,803.4205,0.9138612,-1,LUTJANUSCAMPECHANUS-170151107,0.9138612
2,942205001_cam3_frame_2994.png,2994,1580.6418,900.85126,1919.8352,1122.3394,0.8866859,-1,LUTJANUSCAMPECHANUS-170151107,0.8866859
3,942205001_cam3_frame_2994.png,2994,214.66512,898.0036,439.89337,1037.877,0.88233477,-1,LUTJANUSCAMPECHANUS-170151107,0.88233477
1,942205001_cam3_frame_2995.png,2995,151.66304,599.6611,408.1235,778.1122,0.9159739,-1,LUTJANUSCAMPECHANUS-170151107,0.9159739
2,942205001_cam3_frame_2995.png,2995,1590.0989,884.30145,1919.644,1107.3745,0.89012915,-1,LUTJANUSCAMPECHANUS-170151107,0.89012915
3,942205001_cam3_frame_2995.png,2995,221.73825,880.91034,436.40857,1021.28174,0.87146187,-1,LUTJANUSCAMPECHANUS-170151107,0.87146187
1,942205001_cam3_frame_2996.png,2996,153.62808,594.797,392.19696,758.3754,0.9133311,-1,LUTJANUSCAMPECHANUS-170151107,0.9133311
2,942205001_cam3_frame_2996.png,2996,1592.2908,862.96704,1919.8765,1092.9469,0.89928144,-1,LUTJANUSCAMPECHANUS-170151107,0.89928144
3,942205001_cam3_frame_2996.png,2996,239.80403,860.4124,443.3832,1006.918,0.8922448,-1,LUTJANUSCAMPECHANUS-170151107,0.8922448
1,942205001_cam3_frame_2997.png,2997,152.72029,589.83545,375.04147,749.29395,0.9054393,-1,LUTJANUSCAMPECHANUS-170151107,0.9054393
2,942205001_cam3_frame_2997.png,2997,268.6929,830.3148,448.90823,979.80286,0.87699896,-1,LUTJANUSCAMPECHANUS-170151107,0.87699896
3,942205001_cam3_frame_2997.png,2997,1635.887,832.1805,1919.9956,1068.7834,0.858194,-1,LUTJANUSCAMPECHANUS-170151107,0.858194
1,942205001_cam3_frame_2998.png,2998,266.53912,805.1409,448.72815,956.40765,0.8772945,-1,LUTJANUSCAMPECHANUS-170151107,0.8772945
2,942205001_cam3_frame_2998.png,2998,152.8697,586.84924,335.4103,734.28235,0.8698728,-1,LUTJANUSCAMPECHANUS-170151107,0.8698728
3,942205001_cam3_frame_2998.png,2998,1724.9089,806.3009,1920.0,1054.8325,0.5395686,-1,LUTJANUSCAMPECHANUS-170151107,0.5395686
1,942205001_cam3_frame_2999.png,2999,266.9715,782.36993,433.77347,923.4864,0.8477152,-1,LUTJANUSCAMPECHANUS-170151107,0.8477152
2,942205001_cam3_frame_2999.png,2999,156.52011,592.5022,282.85156,719.9761,0.7950928,-1,LUTJANUSCAMPECHANUS-170151107,0.7950928
3,942205001_cam3_frame_2999.png,2999,3.7460632,1077.8259,501.0036,1186.1624,0.5977306,-1,LUTJANUSCAMPECHANUS-170151107,0.5977306
1,942205001_cam3_frame_3000.png,3000,2.5291443,1023.3545,771.0488,1186.2319,0.8378922,-1,LUTJANUSCAMPECHANUS-170151107,0.8378922
2,942205001_cam3_frame_3000.png,3000,290.323,752.1322,417.99286,895.7788,0.77649456,-1,LUTJANUSCAMPECHANUS-170151107,0.77649456
3,942205001_cam3_frame_3000.png,3000,155.06946,579.86145,224.36288,713.0719,0.62644625,-1,RHOMBOPLITESAURORUBENS-170152001,0.62644625
1,942205001_cam3_frame_3001.png,3001,10.431519,980.7876,991.90137,1188.0051,0.83750916,-1,LUTJANUSCAMPECHANUS-170151107,0.83750916
2,942205001_cam3_frame_3001.png,3001,272.17722,722.3866,407.6564,894.70496,0.8294341,-1,LUTJANUSCAMPECHANUS-170151107,0.8294341
1,942205001_cam3_frame_3002.png,3002,275.5603,693.8381,392.28217,853.2929,0.8244456,-1,LUTJANUSCAMPECHANUS-170151107,0.8244456
2,942205001_cam3_frame_3002.png,3002,50.057922,922.87775,1175.9922,1189.5781,0.71400976,-1,LUTJANUSCAMPECHANUS-170151107,0.71400976
1,942205001_cam3_frame_3003.png,3003,243.61838,666.246,378.32095,861.9681,0.8355414,-1,LUTJANUSCAMPECHANUS-170151107,0.8355414
2,942205001_cam3_frame_3003.png,3003,29.242676,864.1699,1337.1682,1190.4231,0.6871148,-1,LUTJANUSCAMPECHANUS-170151107,0.6871148
1,942205001_cam3_frame_3004.png,3004,225.32913,644.71924,367.43335,837.6726,0.8406231,-1,LUTJANUSCAMPECHANUS-170151107,0.8406231
2,942205001_cam3_frame_3004.png,3004,126.5132,824.78577,1487.2124,1191.2754,0.83096397,-1,LUTJANUSCAMPECHANUS-170151107,0.83096397
1,942205001_cam3_frame_3005.png,3005,235.9195,761.40784,1614.0237,1190.6378,0.8929877,-1,LUTJANUSCAMPECHANUS-170151107,0.8929877
2,942205001_cam3_frame_3005.png,3005,196.44685,622.3874,352.5807,794.44794,0.86540425,-1,LUTJANUSCAMPECHANUS-170151107,0.86540425
1,942205001_cam3_frame_3006.png,3006,359.73395,660.56506,1738.9016,1190.9248,0.9089082,-1,LUTJANUSCAMPECHANUS-170151107,0.9089082
2,942205001_cam3_frame_3006.png,3006,158.6094,600.411,357.58527,787.3171,0.892099,-1,LUTJANUSCAMPECHANUS-170151107,0.892099
1,942205001_cam3_frame_3007.png,3007,424.4685,559.51184,1780.578,1188.1257,0.9343637,-1,LUTJANUSCAMPECHANUS-170151107,0.9343637
2,942205001_cam3_frame_3007.png,3007,153.71182,576.8766,368.02283,762.5665,0.90636855,-1,LUTJANUSCAMPECHANUS-170151107,0.90636855
1,942205001_cam3_frame_3008.png,3008,442.75726,475.19702,1778.7434,1175.2344,0.9342094,-1,LUTJANUSCAMPECHANUS-170151107,0.9342094
2,942205001_cam3_frame_3008.png,3008,150.19662,552.34955,375.50797,724.9598,0.8972379,-1,LUTJANUSCAMPECHANUS-170151107,0.8972379
1,942205001_cam3_frame_3009.png,3009,150.8977,524.222,341.29492,714.26904,0.8908998,-1,LUTJANUSCAMPECHANUS-170151107,0.8908998
2,942205001_cam3_frame_3009.png,3009,461.19507,393.55255,1723.7018,1151.9128,0.8814033,-1,LUTJANUSCAMPECHANUS-170151107,0.8814033
1,942205001_cam3_frame_3010.png,3010,151.13196,501.62714,303.90955,669.5211,0.86734974,-1,LUTJANUSCAMPECHANUS-170151107,0.86734974
2,942205001_cam3_frame_3010.png,3010,592.4086,338.13547,1639.882,1104.5358,0.85208595,-1,LUTJANUSCAMPECHANUS-170151107,0.85208595
3,942205001_cam3_frame_3010.png,3010,139.18765,1104.5343,495.07166,1187.18,0.6188352,-1,LUTJANUSCAMPECHANUS-170151107,0.6188352
1,942205001_cam3_frame_3011.png,3011,778.31506,320.62097,1646.2212,1019.3419,0.91000223,-1,LUTJANUSCAMPECHANUS-170151107,0.91000223
2,942205001_cam3_frame_3011.png,3011,150.69266,500.6195,317.85266,658.9142,0.8715751,-1,LUTJANUSCAMPECHANUS-170151107,0.8715751
1,942205001_cam3_frame_3012.png,3012,976.73016,363.68903,1698.437,938.5769,0.9120568,-1,LUTJANUSCAMPECHANUS-170151107,0.9120568
2,942205001_cam3_frame_3012.png,3012,150.35059,511.3071,264.99002,627.41626,0.72698116,-1,LUTJANUSCAMPECHANUS-170151107,0.72698116
1,942205001_cam3_frame_3013.png,3013,994.7157,367.3525,1744.7589,872.51697,0.92056984,-1,LUTJANUSCAMPECHANUS-170151107,0.92056984
1,942205001_cam3_frame_3014.png,3014,1051.9165,356.28604,1786.3032,817.8611,0.9214419,-1,LUTJANUSCAMPECHANUS-170151107,0.9214419
1,942205001_cam3_frame_3015.png,3015,1109.4333,340.73914,1840.2881,777.71655,0.9092297,-1,LUTJANUSCAMPECHANUS-170151107,0.9092297
1,942205001_cam3_frame_3016.png,3016,1168.9729,320.23645,1889.5726,734.984,0.92244047,-1,LUTJANUSCAMPECHANUS-170151107,0.92244047
1,942205001_cam3_frame_3017.png,3017,1230.4482,297.22055,1919.0936,696.71173,0.9340302,-1,LUTJANUSCAMPECHANUS-170151107,0.9340302
1,942205001_cam3_frame_3018.png,3018,1336.999,279.52863,1919.4158,672.2776,0.9301203,-1,LUTJANUSCAMPECHANUS-170151107,0.9301203
